"","quad","year","NRquad","totParea","recArea","QuadName","Grazing","paddock","Group","Treatment"
"1","Q1",2012,0,0.5,0,"E1 Q1","UG",NA,"E1","Control"
"2","Q1",2014,0,27.774940915213,0,"E1 Q1","UG",NA,"E1","Control"
"3","Q1",2015,0,27.048965303501,0,"E1 Q1","UG",NA,"E1","Control"
"4","Q19",2007,0,705.529304389689,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"5","Q19",2008,0,861.237005195268,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"6","Q19",2009,0,1368.66350372659,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"7","Q19",2010,0,1059.89625202797,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"8","Q19",2011,0,1113.28748331145,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"9","Q19",2012,0,887.630751005706,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"10","Q19",2013,0,1161.97628874794,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"11","Q19",2014,0,1328.61158082711,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"12","Q19",2015,0,1467.38634142187,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"13","Q2",2007,0,3718.7635506837,0,"E1 Q2","UG",NA,"E1","Control"
"14","Q2",2008,0,4875.90908787951,0,"E1 Q2","UG",NA,"E1","Control"
"15","Q2",2009,0,3992.76977262624,0,"E1 Q2","UG",NA,"E1","Control"
"16","Q2",2010,0,3894.65485940974,0,"E1 Q2","UG",NA,"E1","Control"
"17","Q2",2011,0,4486.49206033973,0,"E1 Q2","UG",NA,"E1","Control"
"18","Q2",2012,0,4536.06029189327,0,"E1 Q2","UG",NA,"E1","Control"
"19","Q2",2013,0,3633.84566640567,0,"E1 Q2","UG",NA,"E1","Control"
"20","Q2",2014,0,3534.06744598887,0,"E1 Q2","UG",NA,"E1","Control"
"21","Q2",2015,0,4266.10619343245,0,"E1 Q2","UG",NA,"E1","Control"
"22","Q20",2007,0,879.588071500747,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"23","Q20",2008,2,1006.27232769062,0.00198753353835136,"P7 E1 Q2","UG",NA,"P7E1","Control"
"24","Q20",2009,0,1249.00745323178,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"25","Q20",2010,0,1829.05321521731,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"26","Q20",2011,0,2049.54093749819,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"27","Q20",2012,0,2269.25925996165,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"28","Q20",2013,0,2285.49042823289,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"29","Q20",2014,0,2525.82540791018,0,"P7 E1 Q2","UG",NA,"P7E1","Control"
"30","Q20",2015,1,2584.59245696226,0.000386908194097001,"P7 E1 Q2","UG",NA,"P7E1","Control"
"31","Q21",2013,1,0.249999999999986,4.00000000000022,"P7 E1 Q3","UG",NA,"P7E1","Control"
"32","Q21",2014,0,3.31130455557349,0,"P7 E1 Q3","UG",NA,"P7E1","Control"
"33","Q21",2015,0,49.0939867034461,0,"P7 E1 Q3","UG",NA,"P7E1","Control"
"34","Q23",2007,1,55.8059618588365,0.0179192324026157,"P10 E1 Q1","UG",NA,"P10E1","Control"
"35","Q23",2008,0,56.749008001177,0,"P10 E1 Q1","UG",NA,"P10E1","Control"
"36","Q23",2009,0,74.474596202951,0,"P10 E1 Q1","UG",NA,"P10E1","Control"
"37","Q23",2010,0,87.346874427772,0,"P10 E1 Q1","UG",NA,"P10E1","Control"
"38","Q23",2011,0,65.426453248835,0,"P10 E1 Q1","UG",NA,"P10E1","Control"
"39","Q23",2012,0,108.168152524853,0,"P10 E1 Q1","UG",NA,"P10E1","Control"
"40","Q23",2013,0,63.4918383022435,0,"P10 E1 Q1","UG",NA,"P10E1","Control"
"41","Q23",2014,0,102.20288958885,0,"P10 E1 Q1","UG",NA,"P10E1","Control"
"42","Q23",2015,1,44.9479611551433,0.0222479501694944,"P10 E1 Q1","UG",NA,"P10E1","Control"
"43","Q24",2007,0,581.462424661771,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"44","Q24",2008,0,1023.57780608958,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"45","Q24",2009,0,1313.77743782879,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"46","Q24",2010,0,1285.48219106148,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"47","Q24",2011,0,1366.0704878039,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"48","Q24",2012,0,1249.31322689537,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"49","Q24",2013,0,1121.18941479884,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"50","Q24",2014,0,1568.52952373333,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"51","Q24",2015,0,954.075761414188,0,"P10 E1 Q2","UG",NA,"P10E1","Control"
"52","Q25",2007,0,3475.54778711719,0,"P10 E1 Q3","UG",NA,"P10E1","Control"
"53","Q25",2008,0,4501.07168873128,0,"P10 E1 Q3","UG",NA,"P10E1","Control"
"54","Q25",2009,2,2633.89125960881,0.000759332790487729,"P10 E1 Q3","UG",NA,"P10E1","Control"
"55","Q25",2010,0,3989.03650105878,0,"P10 E1 Q3","UG",NA,"P10E1","Control"
"56","Q25",2011,0,828.240482989501,0,"P10 E1 Q3","UG",NA,"P10E1","Control"
"57","Q25",2012,1,1815.15995001082,0.000550915636935489,"P10 E1 Q3","UG",NA,"P10E1","Control"
"58","Q25",2013,0,2090.48482134241,0,"P10 E1 Q3","UG",NA,"P10E1","Control"
"59","Q25",2014,0,1471.56062253597,0,"P10 E1 Q3","UG",NA,"P10E1","Control"
"60","Q25",2015,0,1555.92182092477,0,"P10 E1 Q3","UG",NA,"P10E1","Control"
"61","Q26",2007,0,2181.94790079809,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"62","Q26",2008,0,3019.94755490466,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"63","Q26",2009,0,2499.61023506519,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"64","Q26",2010,0,4660.21782166876,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"65","Q26",2011,0,3932.95061905215,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"66","Q26",2012,0,3714.74281822243,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"67","Q26",2013,0,2748.86479036183,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"68","Q26",2014,0,1994.29002600253,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"69","Q26",2015,0,2215.57014709465,0,"P10 E1 Q4","UG",NA,"P10E1","Control"
"70","Q3",2007,0,4722.79311462495,0,"E1 Q3","UG",NA,"E1","Control"
"71","Q3",2008,0,4803.63214219897,0,"E1 Q3","UG",NA,"E1","Control"
"72","Q3",2009,0,5531.7252170538,0,"E1 Q3","UG",NA,"E1","Control"
"73","Q3",2010,0,4185.96524404519,0,"E1 Q3","UG",NA,"E1","Control"
"74","Q3",2011,0,4460.81907482806,0,"E1 Q3","UG",NA,"E1","Control"
"75","Q3",2012,0,4786.5524345107,0,"E1 Q3","UG",NA,"E1","Control"
"76","Q3",2013,0,4401.98289976377,0,"E1 Q3","UG",NA,"E1","Control"
"77","Q3",2014,0,3991.43704404034,0,"E1 Q3","UG",NA,"E1","Control"
"78","Q3",2015,0,3756.59148575097,0,"E1 Q3","UG",NA,"E1","Control"
"79","Q31",2011,1,2536.09516515919,0.000394306969918942,"X5","UG",NA,"E1","Drought"
"80","Q31",2012,0,2498.23241041334,0,"X5","UG",NA,"E1","Drought"
"81","Q31",2013,0,2672.7881053431,0,"X5","UG",NA,"E1","Drought"
"82","Q31",2014,0,1978.13531488554,0,"X5","UG",NA,"E1","Drought"
"83","Q31",2015,10,2710.44676279762,0.00368942867178043,"X5","UG",NA,"E1","Drought"
"84","Q32",2011,0,2114.38158208871,0,"X6","UG",NA,"E1","Irrigation"
"85","Q32",2012,0,2453.94834797753,0,"X6","UG",NA,"E1","Irrigation"
"86","Q32",2013,0,2541.81354638001,0,"X6","UG",NA,"E1","Irrigation"
"87","Q32",2014,0,2201.6308432727,0,"X6","UG",NA,"E1","Irrigation"
"88","Q32",2015,3,1973.88039346266,0.00151984892799775,"X6","UG",NA,"E1","Irrigation"
"89","Q33",2011,0,4894.85644729743,0,"X7","UG",NA,"E1","Irrigation"
"90","Q33",2012,0,4607.65750747161,0,"X7","UG",NA,"E1","Irrigation"
"91","Q33",2013,0,5407.79887787411,0,"X7","UG",NA,"E1","Irrigation"
"92","Q33",2014,0,6260.48713846695,0,"X7","UG",NA,"E1","Irrigation"
"93","Q33",2015,6,5650.99744549297,0.00106175946067457,"X7","UG",NA,"E1","Irrigation"
"94","Q39",2011,0,5676.64128165969,0,"X13","UG",NA,"E1","Drought"
"95","Q39",2012,0,5632.44188955272,0,"X13","UG",NA,"E1","Drought"
"96","Q39",2013,0,5892.734121107,0,"X13","UG",NA,"E1","Drought"
"97","Q39",2014,0,3972.33396024355,0,"X13","UG",NA,"E1","Drought"
"98","Q39",2015,5,2268.34574891872,0.00220424950754681,"X13","UG",NA,"E1","Drought"
"99","Q4",2007,0,2503.55221306188,0,"E1 Q4","UG",NA,"E1","Control"
"100","Q4",2008,0,3154.25667018284,0,"E1 Q4","UG",NA,"E1","Control"
"101","Q4",2009,0,3494.30792168748,0,"E1 Q4","UG",NA,"E1","Control"
"102","Q4",2010,0,3229.92479220271,0,"E1 Q4","UG",NA,"E1","Control"
"103","Q4",2011,0,2886.36585312484,0,"E1 Q4","UG",NA,"E1","Control"
"104","Q4",2012,0,2570.70886175749,0,"E1 Q4","UG",NA,"E1","Control"
"105","Q4",2013,0,2520.04383301203,0,"E1 Q4","UG",NA,"E1","Control"
"106","Q4",2014,0,2153.99111059837,0,"E1 Q4","UG",NA,"E1","Control"
"107","Q4",2015,1,2265.76964237267,0.000441351133539251,"E1 Q4","UG",NA,"E1","Control"
"108","Q40",2011,0,1504.87884491531,0,"X14","UG",NA,"E1","Irrigation"
"109","Q40",2012,0,1700.44022992497,0,"X14","UG",NA,"E1","Irrigation"
"110","Q40",2013,0,1459.37976243516,0,"X14","UG",NA,"E1","Irrigation"
"111","Q40",2014,0,1525.4613153253,0,"X14","UG",NA,"E1","Irrigation"
"112","Q40",2015,0,1958.23294861438,0,"X14","UG",NA,"E1","Irrigation"
"113","Q41",2011,0,1078.49473535692,0,"X15","UG",NA,"E1","Drought"
"114","Q41",2012,0,1425.45389288064,0,"X15","UG",NA,"E1","Drought"
"115","Q41",2013,0,1497.37059298036,0,"X15","UG",NA,"E1","Drought"
"116","Q41",2014,0,1303.49033441027,0,"X15","UG",NA,"E1","Drought"
"117","Q41",2015,0,908.171472698908,0,"X15","UG",NA,"E1","Drought"
"118","Q43",2011,0,181.354098146139,0,"X17","UG",NA,"E1","Drought"
"119","Q43",2012,0,114.891707290703,0,"X17","UG",NA,"E1","Drought"
"120","Q43",2013,1,155.345523835795,0.00643726304632395,"X17","UG",NA,"E1","Drought"
"121","Q43",2014,1,344.241424707105,0.00290493801218387,"X17","UG",NA,"E1","Drought"
"122","Q43",2015,0,449.142932287368,0,"X17","UG",NA,"E1","Drought"
"123","Q44",2011,0,115.416255001186,0,"X18","UG",NA,"E1","Irrigation"
"124","Q44",2012,0,153.564547172454,0,"X18","UG",NA,"E1","Irrigation"
"125","Q44",2013,0,221.517265054057,0,"X18","UG",NA,"E1","Irrigation"
"126","Q44",2014,0,367.389033220596,0,"X18","UG",NA,"E1","Irrigation"
"127","Q44",2015,0,365.298964571594,0,"X18","UG",NA,"E1","Irrigation"
"128","Q45",2011,0,3469.7630321098,0,"X19","UG",NA,"E1","Irrigation"
"129","Q45",2012,0,3286.35508437573,0,"X19","UG",NA,"E1","Irrigation"
"130","Q45",2013,0,3662.31551763579,0,"X19","UG",NA,"E1","Irrigation"
"131","Q45",2014,0,2903.8544850288,0,"X19","UG",NA,"E1","Irrigation"
"132","Q45",2015,0,3124.8850833797,0,"X19","UG",NA,"E1","Irrigation"
"133","Q46",2011,0,781.317752580056,0,"X20","UG",NA,"E1","Drought"
"134","Q46",2012,0,936.623503675112,0,"X20","UG",NA,"E1","Drought"
"135","Q46",2013,0,1078.89016902063,0,"X20","UG",NA,"E1","Drought"
"136","Q46",2014,0,1426.0034188943,0,"X20","UG",NA,"E1","Drought"
"137","Q46",2015,0,1882.92239468682,0,"X20","UG",NA,"E1","Drought"
"138","Q47",2011,0,3159.55450650289,0,"X21","UG",NA,"E1","No_shrub"
"139","Q48",2011,0,670.070642279762,0,"X22","UG",NA,"E1","No_grass"
"140","Q48",2012,0,874.753889832204,0,"X22","UG",NA,"E1","No_grass"
"141","Q48",2013,0,1293.87616226017,0,"X22","UG",NA,"E1","No_grass"
"142","Q48",2014,0,1319.84944573789,0,"X22","UG",NA,"E1","No_grass"
"143","Q48",2015,0,1793.55627903912,0,"X22","UG",NA,"E1","No_grass"
"144","Q49",2011,0,1355.25917078945,0,"X23","UG",NA,"E1","No_grass"
"145","Q49",2012,0,398.182907835076,0,"X23","UG",NA,"E1","No_grass"
"146","Q49",2014,0,0.25,0,"X23","UG",NA,"E1","No_grass"
"147","Q50",2011,0,3942.10526635569,0,"X24","UG",NA,"E1","No_shrub"
"148","Q51",2011,0,8086.90163588692,0,"X25","UG",NA,"E1","No_grass"
"149","Q51",2012,0,7241.76910653223,0,"X25","UG",NA,"E1","No_grass"
"150","Q51",2013,0,5795.31971942519,0,"X25","UG",NA,"E1","No_grass"
"151","Q51",2014,0,6478.48159780405,0,"X25","UG",NA,"E1","No_grass"
"152","Q51",2015,1,6440.47727736583,0.000155267995978243,"X25","UG",NA,"E1","No_grass"
"153","Q52",2011,0,3248.41494130427,0,"X26","UG",NA,"E1","No_shrub"
