"species","quad","year","genetID","ARTR.0.2","ARTR.2.4","ARTR.4.6","ARTR.6.8","ARTR.8.10","ARTR.10.12","ARTR.12.14","ARTR.14.16","ARTR.16.18","ARTR.18.20","ARTR.20.25","ARTR.25.30","ARTR.30.35","ARTR.35.40","ARTR.40.45","ARTR.45.50","ARTR.50.60","ARTR.60.70","ARTR.70.80","ARTR.80.90","ARTR.90.100","ARTR.100.110","ARTR.110.120","ARTR.120.130","ARTR.130.140","ARTR.140.150","HECO.0.2","HECO.2.4","HECO.4.6","HECO.6.8","HECO.8.10","HECO.10.12","HECO.12.14","HECO.14.16","HECO.16.18","HECO.18.20","HECO.20.25","HECO.25.30","HECO.30.35","HECO.35.40","HECO.40.45","HECO.45.50","HECO.50.60","HECO.60.70","HECO.70.80","HECO.80.90","HECO.90.100","HECO.100.110","HECO.110.120","HECO.120.130","HECO.130.140","HECO.140.150","POSE.0.2","POSE.2.4","POSE.4.6","POSE.6.8","POSE.8.10","POSE.10.12","POSE.12.14","POSE.14.16","POSE.16.18","POSE.18.20","POSE.20.25","POSE.25.30","POSE.30.35","POSE.35.40","POSE.40.45","POSE.45.50","POSE.50.60","POSE.60.70","POSE.70.80","POSE.80.90","POSE.90.100","POSE.100.110","POSE.110.120","POSE.120.130","POSE.130.140","POSE.140.150","PSSP.0.2","PSSP.2.4","PSSP.4.6","PSSP.6.8","PSSP.8.10","PSSP.10.12","PSSP.12.14","PSSP.14.16","PSSP.16.18","PSSP.18.20","PSSP.20.25","PSSP.25.30","PSSP.30.35","PSSP.35.40","PSSP.40.45","PSSP.45.50","PSSP.50.60","PSSP.60.70","PSSP.70.80","PSSP.80.90","PSSP.90.100","PSSP.100.110","PSSP.110.120","PSSP.120.130","PSSP.130.140","PSSP.140.150","propQ.0.2","propQ.2.4","propQ.4.6","propQ.6.8","propQ.8.10","propQ.10.12","propQ.12.14","propQ.14.16","propQ.16.18","propQ.18.20","propQ.20.25","propQ.25.30","propQ.30.35","propQ.35.40","propQ.40.45","propQ.45.50","propQ.50.60","propQ.60.70","propQ.70.80","propQ.80.90","propQ.90.100","propQ.100.110","propQ.110.120","propQ.120.130","propQ.130.140","propQ.140.150"
"PSSP","Q1",2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195421378435823,0.939175658559631,6.99107808822805,12.5942574551759,15.341992207829,41.0887495013059,11.7028661394517,16.879062307057,51.8884489095897,11.4006827404974,0,55.4886162439247,37.9280509763329,62.5584093889144,45.1373112587752,44.0690475902894,40.3713176739994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6583969339689,16.3063932028441,0,0.25,13.7617455690127,2.78642742650334,0,0,0,0,0,0,0,0,0,0,0,0,1.71119784065053,14.319148372315,9.33160538727671,5.68051714016684,0,0,0,0,0.25,0,0,3.68773809312239,38.7814665155045,36.0844114747317,3.09566717613853,26.8757691146764,4.01885379444707,0,0,1,1,0.975526265455251,0.887299486128911,0.784675374601313,0.688513153856286,0.619821462165457,0.568951198866465,0.529983274326341,0.49927418210838,0.445227511814253,0.410196574559926,0.385718134705845,0.367676779470443,0.353840839541591,0.342900038747109,0.326707850103475,0.315307815945033,0.306850771930624,0.300328820036892,0.281449471654115,0.249693014014412,0.217933349256361,0.188323266900784,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616996443064653,47.0028437695133,26.6124694485885,0,0,0,0,15.6044771042732,124.26243554639,81.616680682616,34.874265144955,55.8362498245411,18.2942260432472,49.8538435111772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6938384014134,24.2709517353996,0,0,0,0,0,0.00388890060690272,0.246111099393097,0,2.89202519825534,13.6561477972607,0,0,0,0,8.36918164237147,17.5967199262027,17.3469268230687,11.4703256209144,2.79715873213772,0,0,0,0,0.25,0,0.25,0.175079805000003,0.0749201949999971,16.2444868223621,8.30357184324242,41.8959719678766,187.626934983706,1.36590108173817,0,0,0,0,0,1,1,1,1,1,0.968626132736036,0.903832658451253,0.82350647806005,0.753014963571238,0.696791160143437,0.597423179791253,0.533174877652491,0.488535396834791,0.455834095300776,0.430898861615262,0.411283097419696,0.382441611268213,0.362287441785045,0.347426243015828,0.333430655881994,0.295912698384437,0.256693283336979,0.220472487090448,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4887091308282,49.464796911175,30.6050658466563,0.25,0,0.00490801404859553,77.8815386089783,114.659185252033,147.677581586081,17.5427021685651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3946482474852,0.820141889327751,0,16.1922367031665,0.35593629234954,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.284114510872702,7.50575221246753,18.1896957590506,22.8816776935382,0,3.60873505817065,24.5965734547652,30.3656749146571,4.36168256509849,0.25,3.37143936981839,37.8292953608358,135.880095466443,24.1424430779026,0,0,0,0,1,1,1,1,1,1,1,1,0.980047884786896,0.950216686448908,0.879923594994978,0.824802297985583,0.782471703052484,0.737779976150885,0.683993222868461,0.639128729641745,0.570740442434509,0.505609540401173,0.443639646066532,0.382968059902419,0.317560373403475,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.687606167135,33.8030176296791,40.3179480918454,0,17.9937709831654,37.4392330404095,85.5414840477226,128.351098055528,88.2637000586295,0.17662944425183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.044409720445,8.17038041636801,0,0,16.548172995516,0,0,0,0,0,0,0,0,0,0,0.250000000000001,0,0.25,2.73364414571691,11.4383132946584,5.55134589828819,0,0.5,17.563333956843,31.4461216030649,36.367887982434,6.19325928761512,0.25,0.439563659084143,31.4213560133217,128.602208822361,40.7601447802328,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.973478182559973,0.918340580848747,0.869628237339244,0.829383668255578,0.794239233853029,0.744356017077353,0.648294451231091,0.551815453647196,0.475313955939037,0.391394436112987,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34472600226724,16.0199695619297,22.8682575562012,15.1966538482413,0.25,11.3380853460563,23.7908795739637,0.370075068931811,9.23289372960011,191.104029923953,107.908980177277,48.8999367299448,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,41.227090899701,0.737699237111961,16.548172995516,0,0,0,0,0,0,0,0,0,0,4.26848177573653,9.06030084276964,6.39452072015733,0.5,0,0,0,0,21.3265748060265,12.6637152792355,0.25,0,1.15363673901095,56.676676005684,0.25,31.0424687404095,89.5890079363355,80.5917965982551,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.986166226401997,0.931194647488493,0.852838411440735,0.779984950309139,0.720743072762451,0.633130336782348,0.568184438096105,0.477419816304843,0.389672071044864,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.23029391465979,18.375252566184,15.9707453223811,2.52705293792165,0,24.4537887256943,47.4755689175949,97.3788718867156,25.6247217546547,0,0.25,23.4218077309279,20.3673284259886,97.8620381883872,12.2622918346709,66.3747253125853,0,0,0,0,0,0,8.43130305725452,19.9154884822238,13.6179985973346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,10.8906676959287,5.65750529958731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23116464894776,2.84359067799326,0.25,102.223532105097,130.291160594574,42.4374413317467,0.5,0.25,31.1839562490461,2.55633383621586,0,0,0,0,0,1,1,1,1,1,0.971879605654411,0.92541475354944,0.883046581228594,0.846745767814651,0.815976036580626,0.757431005247386,0.716575928304943,0.686680792910758,0.663934004535307,0.646075527054458,0.628958187260544,0.552097772372165,0.479958713316371,0.421975586121454,0.375269203045409,0.317809875732773,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.879899316644514,11.0473445650145,12.2560189918275,11.7650960214206,14.0070737260828,19.0015737722942,74.7667035922953,25.0480244005506,8.05220970935849,24.7629695412318,1.5062088848357,8.04518366256494,74.8753342578549,58.7171010008909,48.1641391068597,60.0757165351052,1.35389043353416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.097388860613,26.8082308569117,4.05917041928834,4.04866779432717,12.7495052011888,0,0,0,0,0,0,0,0,0,0,2.00566213815723,6.736389176537,10.7151466966981,15.6994545160165,19.7899169660671,25.4342925063312,23.2390354760728,53.2551179157028,17.3805444699488,0,0,0.093340755000014,0.156659244999986,0,19.6264604273621,0.596842911301422,58.330312744695,5.10235324799649,28.8879368372654,0,0,0,0,1,1,1,1,0.987309239270208,0.935767206742787,0.886909519869078,0.845698290985718,0.811494240652888,0.782991768671781,0.729570569695183,0.669451126114856,0.610252002263728,0.564114206644437,0.527798401792042,0.498677928293527,0.455149918447325,0.424331097972535,0.392093626678848,0.355472483716515,0.308267380990877,0.261782453927289,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17635410702985,12.6267846951147,26.5654434583027,32.0401500700546,15.5138457263881,0.680962372096019,0,0.0757869401325024,0.174213059867498,6.49007046833469,43.2515513159678,21.458824151351,2.0404452489968,7.21271693735974,33.1756130420709,37.2249205975064,32.9231626524443,52.3659661522843,3.00375148005747,117.790730764982,8.78319427802455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39627758920953,30.7855250089784,7.78298753862506,0,0,0,0.25,0,16.548172995516,0,0,0,0,0,0,0,0,0,0,0,2.02092899418167,23.4516149473389,39.0847345068415,44.1512838933324,40.6736689516782,47.7662866546864,0.000237427865243944,0.249762572134756,0,0,0,0,19.9733033386635,58.3320367623209,0.248275982374139,5.90410457175153,28.0861855135104,0,0,0,0,1,1,1,1,1,1,0.999999877918528,0.973978366797718,0.939264875375731,0.905941142008506,0.804000575178742,0.704145746840864,0.632740689747269,0.579899410063806,0.539449497191914,0.507592780551795,0.460783425150496,0.428154174804992,0.402882659197782,0.361211217027019,0.30901428046339,0.261948296405271,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35463785404591,28.1936599292227,16.0447812915414,28.6392305863565,0,0,0,0,119.760404243086,101.723189090193,34.821388135426,55.8891268340701,22.7985227327391,45.3495468216853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4866334384399,29.9544554075876,0.523701290785567,0,0,0,0.25,0,0,2.23361078119709,14.3145622143189,0,0,0,0,0,0.0941951417390428,0.15580485826095,0,0,0,0,0.25,0,0,0,0,0.5,0.25,20.2233033386635,25.6789015877935,7.03379057641303,106.602124142725,95.6487470533304,0,0,0,0,0,1,1,0.945638831440351,0.855314789375608,0.791378197806122,0.74592476407036,0.712369249658233,0.686708083055771,0.666498259340608,0.638946705417373,0.566765358660911,0.514333367074065,0.475969797680989,0.446987782817187,0.424425882807094,0.406408380652729,0.379502476667704,0.360416737755593,0.346196486373488,0.3250780160427,0.294948798271429,0.256445132876905,0.220428191960077,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34701128050829,12.7158026495852,44.4047133164807,3.21207972206523,12.3193538453323,23.3096110746877,79.117769285641,80.7939498276372,103.917061099499,93.1871354169288,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,5.78187241449153,36.1829177223214,13.8774202187321,2.67075277678385,0,0,0,0,0,0,0,0,0,0,0,0.249999999999996,0,0,0,0.25,0,0.25,0,8.47559567212596,25.4847216812446,0.279972731891405,0,52.1012613297921,37.0215201553124,62.2303489940319,107.347793669417,0.602661871141095,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.999503924889735,0.955228585351571,0.887375146453307,0.821075623625031,0.714969592895258,0.614049979567514,0.490860083342454,0.392982040679995,0.3183622520897,0.263109299250869,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22713402137634,6.94992876707616,35.2697947315274,17.9827494486595,0,0,0,0,33.4245813908367,2.45438352918333,159.408610405749,100.036016773481,66.0535085340484,31.7277551685783,0.0400247478497704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.247355544007944,42.3418040230166,15.9238035653044,0,0,0,0,0,0,0,3.5527136788005e-15,0,0,0,0,0.25,0,0,0,4.96907125182907,2.85706747753556,17.7495178572954,0,0.25,0,40.6186812871953,17.2116314574997,0.25,0,31.7712002418272,107.26371710616,62.1883559270127,0,0,1,1,1,0.932083720123467,0.861735198210744,0.808215743256716,0.759769274624619,0.69683927508299,0.645081498386864,0.603155412344377,0.527739085745674,0.478121527847316,0.443242639337754,0.417469889251179,0.397686003610328,0.382038028129175,0.358888795463785,0.342605939283741,0.330540225309813,0.31847966780431,0.290313542625622,0.25412431573393,0.219674061072972,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117955421777018,11.412574733126,20.3614768766222,21.1651748922746,8.37242504483965,0,0,0,0,0,0.538864873319447,30.7672310637103,98.7035448545169,57.8544928646832,72.0581988287732,51.779627445119,81.4429206196045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,16.548172995516,0,41.7171051646065,0.247684972206457,0,0,0,0,0,4.44089209850063e-15,0,0,0,0,0,0,0,0,0,0,17.652523484056,26.0347067215869,5.17400997028612,0.5,0,0,0.25,0,56.4331754057517,33.4749424805559,85.1615914210655,84.2338767123219,0,0,0,0.819598229226341,0.665986517769974,0.611390402408812,0.583733851411324,0.567057501357312,0.555912849552283,0.547941955736795,0.541958595868088,0.537301970711406,0.533575429438811,0.526865054703559,0.52238961408542,0.513307553331829,0.492176833742509,0.471451008645291,0.452958306476748,0.42278940962149,0.397505333772086,0.363027889685531,0.330612502970747,0.301613199802383,0.2602921897633,0.221084897285224,0.188380030821795,0.162429720455475,0.141494334262925
"PSSP","Q1",2007,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6711718367299,33.2702544464131,2.4881806854965,8.92148669261109,26.2074782274089,0.25,27.3898562190501,126.737090784407,114.531264809105,83.5920409225538,5.51566289459106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,41.964790136813,0,14.0095935501047,2.5385794454113,0,0,0,0,0,0,0,0,0,1.03558762583087,7.76983513842525,12.0936003547702,7.98891371823917,0,0,0.5,6.81719198921307,14.0402728854812,4.21819171196572,2.28392958504581,55.2963831596492,0.25,0.25,0,12.7661394721338,56.9187039529394,126.571345126265,4.96708472366225,0,0,0.951505664692818,0.750421288788098,0.669651098185854,0.627934206160345,0.60260328133854,0.585618118652524,0.573446224289283,0.564299478384222,0.557175368542717,0.551471119762094,0.54119326026234,0.524544423473236,0.495956094194967,0.47029444661085,0.448590919804124,0.430368794784419,0.401905980613001,0.380924902329487,0.356275338931536,0.326814465563849,0.298699151913386,0.258642473329575,0.220953655311468,0.188380030821795,0.162429720455475,0.141494334262925
