"V1","V2","V3","V4"
0.000858556307107137,0,0,0
0.000614755976084303,0,0,0
0.000385148826916029,0,0,0
0.000228420350515154,0,0,0
0.000240479286899962,0,0,0
0.000215552147864461,0,0,0
0.000189412644491027,0,0,0
0.00027465329427168,0,0,0
0.000286921442603756,0,0,0
0.000376889029316615,0,0,0
0.000434508831853642,0,0,0
0.000399542611906251,0,0,0
0.000444538014585284,0,0,0
0.000522202525494657,0,0,0
0.000399991412550644,0,0,0
0.000401820832919484,0,0,0
0.000514510509160553,0,0,0
0.000492237479680853,0,0,0
0.000327627705572061,0,0,0
0.000280752442220055,0,0,0
0.000267887207305392,0,0,0
0.000250190462990255,0,0,0
0.000323304462887342,0,0,0
0.000356252723607615,0,0,0
0.000373714525755096,0,0,0
0.000320079961093021,0,0,0
0.000301331491584331,0,0,0
0.000171201448670406,0,0,0
0.000138322083015384,0,0,0
0.000199342741274776,0,0,0
0.000176925475304506,0,0,0
0.000215836608982714,0,0,0
0.000307684978526161,0,0,0
0.000249572297002103,0,0,0
0.000176356391334084,0,0,0
0.000100725836159194,0,0,0
0.000161650380810638,0,0,0
0.000143983344868057,0,0,0
0.000185777231174297,0,0,0
0.000198351973810978,0,0,0
0.000189622169577371,0,0,0
0.000144708367437209,0,0,0
0.000129450593074711,0,0,0
0.00017915473611836,0,0,0
0.000220101703172187,0,0,0
0.000251212620446321,0,0,0
0.000168077632416737,0,0,0
0.000149431078511796,0,0,0
0.00012385352279881,0,0,0
0.000115570751670049,0,0,0
0.000180345433693034,0,0,0
0.000158903592368383,0,0,0
0.000275299270790751,0,0,0
0.000400181718185653,0,0,0
0.00046136650423336,0,0,0
0.000246275642815226,0,0,0
0.000202895186422202,0,0,0
0.000288206054459343,0,0,0
0.000306137277250653,0,0,0
0.000312060152646144,0,0,0
0.00025664186487447,0,0,0
0.00019761297271067,0,0,0
0.000219767803278054,0,0,0
0.000211043823683179,0,0,0
0.000263540533476106,0,0,0
0.000391548255002028,0,0,0
0.000564649557743555,0,0,0
0.000329564314390618,0,0,0
0.000348893427974041,0,0,0
0.000442412837344792,0,0,0
0.000628245893999692,0,0,0
0.000393637525625097,0,0,0
0.000385911574517147,0,0,0
0.000521723173968838,0,0,0
0.000470471460853213,0,0,0
0.000269262471980485,0,0,0
0.000321686636100011,0,0,0
0.00030192366122552,0,0,0
0.000361975731996958,0,0,0
0.000323927954989228,0,0,0
0.000407529027018667,0,0,0
0.000428949661164492,0,0,0
0.000489594843018801,0,0,0
0.000547749550006011,0,0,0
0.000594610524224706,0,0,0
0.000465971838570643,0,0,0
0.000325369042846603,0,0,0
0.000494600549542224,0,0,0
0.000415244003482712,0,0,0
0.000589290919142051,0,0,0
0.000702603197275921,0,0,0
0.000905021479069511,0,0,0
0.000700831809466862,0,0,0
0.000606479913939524,0,0,0
0.000695715485282758,0,0,0
0.000777247655378833,0,0,0
0.000934050134293861,0,0,0
0.000513547106754194,0,0,0
0.000863527523033387,0,0,0
0.000724000683626337,0,0,0
0.000807399418121927,0,0,0
0.000696976652820912,0,0,0
0.000920538090235477,0,0,0
0.000535797434380031,0,0,0
0.000700443237266699,0,0,0
0.000642592643271083,0,0,0
0.000640581842920667,0,0,0
0.000774718695410314,0,0,0
0.000632288927892739,0,0,0
0.00105967533421873,0,0,0
