"X","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","seedling","QuadName","Grazing","Group","logarea","species","W.ARTR","W.HECO","W.POSE","W.PSSP"
2,"Q1",32,2,3.64560044603941,1,1,8.93967225020928,0,0,"E1 Q1","UG","E1",1.2935210833176,"PSSP",0.268835338977329,0,0.0249329293463008,0.0105379151102788
4,"Q1",32,6,0.6067215582744,1,1,5.99545818582409,0,0,"E1 Q1","UG","E1",-0.499685311000447,"PSSP",0.0784233208982303,0,0,0.261295257975393
5,"Q1",32,3,16.1847469532907,1,1,13.8057581456489,0,0,"E1 Q1","UG","E1",2.78406925261222,"PSSP",0.0960594371835743,0,0,0.0343331095687445
6,"Q1",32,5,0.61051174081317,1,1,7.12809801816672,0,0,"E1 Q1","UG","E1",-0.493457754145096,"PSSP",0.135052128336028,0,0,0.365529955704858
7,"Q1",32,8,28.625813332543,1,1,7.99549486077708,0,0,"E1 Q1","UG","E1",3.3543088748347,"PSSP",0.0386208482997109,0,0.017505718077592,0.0143217102736826
9,"Q1",32,9,11.132356277213,1,1,3.32166047867609,0,0,"E1 Q1","UG","E1",2.40985584793169,"PSSP",0.506628977238358,0,0,0.0213339751959483
10,"Q1",33,9,12.853302946582,1,2,1.54708629127516,0,0,"E1 Q1","UG","E1",2.55360081695697,"PSSP",0.591224604852427,0,0,0.0295900602932018
11,"Q1",33,4,7.87412836278398,1,2,4.79380446449795e-09,0,0,"E1 Q1","UG","E1",2.06358249449484,"PSSP",0.088584440737897,0,0,0.170929990176695
12,"Q1",33,5,1.15751892156128,0,2,3.69804411267422,0,0,"E1 Q1","UG","E1",0.146278853765835,"PSSP",0.0967777289339743,0,0,0.866233494504596
14,"Q1",33,8,50.6353858028028,1,2,6.65755037219077,0,0,"E1 Q1","UG","E1",3.92465065604628,"PSSP",0.0515568281384854,0,0.0167897279787373,0.0152764857647589
17,"Q1",33,11,0.4489476543619,0,1,17.0173620956439,0,0,"E1 Q1","UG","E1",-0.800848980749093,"PSSP",1.53406064820116,2.11682374761462,0.254583068119773,0.243504968460779
18,"Q1",33,10,0.68870675233354,0,1,12.5448151984503,0,0,"E1 Q1","UG","E1",-0.372939712016734,"PSSP",0.977988083004607,0.125554257201606,0.462580425908155,0.25191580602955
19,"Q1",33,3,3.89818184026542,1,2,12.247094126398,0,0,"E1 Q1","UG","E1",1.36051024962928,"PSSP",0.0752658428910673,0,0,0.0989664746453811
20,"Q1",33,12,0.5669613891609,1,1,13.8583347566044,0,0,"E1 Q1","UG","E1",-0.567464074291061,"PSSP",1.59261772936378,0.779507652339369,1.20437985012199,0.316330200498652
