"X","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","seedling","QuadName","Grazing","Group","logarea","species","W.ARTR","W.HECO","W.POSE","W.PSSP"
1,"Q1",32,19,2.78086797381305,0,1,6.72889018682912,0,0,"E1 Q1","UG","E1",1.02276309976784,"POSE",5.52536955853284,0,1.22266270188018,0.0294053507010256
2,"Q1",32,31,4.53616484599823,1,1,21.0809784956043,0,0,"E1 Q1","UG","E1",1.51208190747548,"POSE",0.0386208482997109,0,0,0.132576583518643
3,"Q1",32,88,13.912620710614,1,1,3.46105815235084,0,0,"E1 Q1","UG","E1",2.63279639297833,"POSE",1.40686282853851,0,0.0989586218478196,0.0277758425399778
5,"Q1",32,87,0.5213975789439,0,1,4.9355761485421,0,0,"E1 Q1","UG","E1",-0.651242420869235,"POSE",0.189826886944727,0,1.1939438185665,0.0645359146290475
6,"Q1",32,17,2.30916483748211,0,1,9.89501517236801,0,0,"E1 Q1","UG","E1",0.836885916946022,"POSE",15.8494342578264,0,2.50108246331194,0.0352787769649592
8,"Q1",32,59,0.64777680861349,0,1,7.20126829411238,0,0,"E1 Q1","UG","E1",-0.434209073111917,"POSE",0.382980763570097,0,0,0.217665211349583
9,"Q1",32,29,7.31474567631709,1,1,40.8546769627311,0,0,"E1 Q1","UG","E1",1.98989226644692,"POSE",0.0386208482997109,0,0,0.0297567494600374
11,"Q1",32,10,2.39386482874057,1,1,19.7947933214241,0,0,"E1 Q1","UG","E1",0.872909143027332,"POSE",0.376261476334507,0,1.15302700720576e-09,0.0647062189226915
12,"Q1",32,24,19.37000886159,1,1,7.13624721930015,0,0,"E1 Q1","UG","E1",2.96372593490925,"POSE",0.0977664494255328,0,0,0.0282740777043322
13,"Q1",32,11,26.8549653289366,1,1,18.1619105230882,0,0,"E1 Q1","UG","E1",3.29045073230973,"POSE",0.935951931552286,0,0.435993654264104,0.0367408114408784
14,"Q1",32,18,0.66219232202891,0,1,9.82682694019527,0,0,"E1 Q1","UG","E1",-0.412199248576937,"POSE",3.40388348873057,0,4.39987900100607,0.0316652142210259
15,"Q1",32,12,19.6724726346788,1,1,11.4078097133449,0,0,"E1 Q1","UG","E1",2.97922033038162,"POSE",1.21856130838626,0,1.17052439597333,0.0283659741466883
16,"Q1",33,93,0.47044708821828,0,1,13.6492737912065,0,0,"E1 Q1","UG","E1",-0.754071784902794,"POSE",2.12638920517565,0,1.16604355155093,0.0346200562652115
17,"Q1",33,10,3.82799962562684,1,2,19.4277238123934,0,0,"E1 Q1","UG","E1",1.34234237579207,"POSE",0.458412678511848,0.00129775210174707,6.34175378877444e-10,0.0893426439175946
18,"Q1",33,12,2.50044589665898,1,2,12.3667628479113,0,0,"E1 Q1","UG","E1",0.916469074633732,"POSE",5.66821196846355,0.782100901903704,1.73288788594128e-09,0.432646830908416
19,"Q1",33,92,0.56912269145948,0,1,10.925468341847,0,0,"E1 Q1","UG","E1",-0.563659241633278,"POSE",12.7167899079284,0,1.02176788817419,0.0284482376400682
21,"Q1",33,94,3.18384547911912,1,1,12.7166956477044,0,0,"E1 Q1","UG","E1",1.15808973637709,"POSE",5.90959963448307,0,0.209130252912259,0.0348594969947335
22,"Q1",33,24,13.7758165203565,1,2,7.9087565893949,0,0,"E1 Q1","UG","E1",2.62291462880723,"POSE",0.368744420992595,1.44819429246039e-05,0,0.0476814181377141
23,"Q1",33,31,1.43747670498568,1,2,20.4408339321408,0,0,"E1 Q1","UG","E1",0.362889288330709,"POSE",0.0515568281384854,0,5.5226494488636e-09,1.06595038875012
24,"Q1",33,29,6.28003515399335,1,2,40.075117558512,0,0,"E1 Q1","UG","E1",1.83737557823408,"POSE",0.0515568281384854,2.34349907389314e-05,1.5900096466126e-10,0.0492505239349035
25,"Q1",34,31,0.88594996399952,1,3,21.49801365,0,0,"E1 Q1","UG","E1",-0.121094804012949,"POSE",0.0327836055245162,0.0004225,6.66133814775094e-16,0.172446712340981
26,"Q1",34,94,2.23764696592835,1,2,8.6684269148649,0,0,"E1 Q1","UG","E1",0.805424852106303,"POSE",10.7702234681028,0,7.95103094475281e-15,0.0108196773832052
29,"Q1",34,10,3.35752709253685,1,3,20.097573,0,0,"E1 Q1","UG","E1",1.21120471864163,"POSE",0.182029716821958,0.0015775,1.77635683940025e-15,0.0417487520424711
30,"Q1",34,29,2.10566019715103,1,3,41.98536755,0,0,"E1 Q1","UG","E1",0.744629050812689,"POSE",0.0327836055245162,0.000149112780064646,4.88498130835069e-15,0.0178954399251288
32,"Q1",34,12,1.77403684319723,1,3,10.25370115,0,0,"E1 Q1","UG","E1",0.573257652103085,"POSE",0.721682594021827,0.102614438650219,2.56394905306934e-17,0.0353274059355726
33,"Q1",34,24,8.3780295917706,1,3,8.26465815,0,0,"E1 Q1","UG","E1",2.12561275459913,"POSE",0.374077856329824,1.61422962441025e-05,1.78674852691074e-15,0.0158846755458171
37,"Q1",35,29,1.44893485720876,1,4,43.6234058514701,0,0,"E1 Q1","UG","E1",0.370828705260148,"POSE",0.110720106240882,0.000919520136926576,0,0.0352225211502138
38,"Q1",35,31,4.70948591581918,1,4,20.2130175293909,0,0,"E1 Q1","UG","E1",1.54957875468685,"POSE",0.0820469497108075,0,0.0733236710255667,0.462089485616104
39,"Q1",35,24,23.2839411610854,1,4,8.78581283257521,0,0,"E1 Q1","UG","E1",3.14776390239571,"POSE",8.44407663809839,0.00157699852534365,0,0.0328602243457985
40,"Q1",35,97,2.70630863874963,1,1,22.8149980041862,0,0,"E1 Q1","UG","E1",0.995585580432164,"POSE",1.79897419925354,0,1.17495839724313e-08,0.0749664953975735
41,"Q1",35,12,1.14212520380714,1,4,9.8614261347258,0,0,"E1 Q1","UG","E1",0.132890740782196,"POSE",1.81167485520137,0.753487967363139,0.0032716436940509,0.0330127243457985
42,"Q1",35,11,0.25,0,4,19.1756237996504,0,0,"E1 Q1","UG","E1",-1.38629436111989,"POSE",47.2426188998772,0.423372999171127,0.013340022390779,0.0759683357117351
43,"Q1",35,10,4.73837514387507,1,4,18.9592651857869,0,0,"E1 Q1","UG","E1",1.55569428028795,"POSE",0.504249813150421,7.81421620036962e-06,2.45573040311698e-10,0.0919166875577746
44,"Q1",35,94,4.40602389869446,1,3,7.6187503513872,0,0,"E1 Q1","UG","E1",1.48297267249038,"POSE",30.8568410169553,0,0,0.0207807814816541
46,"Q1",35,99,0.25,0,1,13.6144417632212,0,0,"E1 Q1","UG","E1",-1.38629436111989,"POSE",16.4007809596789,0.000388718572188607,0.026365,1.30513045222118
