"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","seedling","QuadName","Grazing","paddock","Group","Treatment"
"1","Q1",2007,9,0.25,0,1,4.595993,0,0,"E1 Q1","UG",NA,"E1","Control"
"2","Q1",2007,10,0.25,1,1,26.953864,0,0,"E1 Q1","UG",NA,"E1","Control"
"3","Q1",2007,11,0.25,0,1,26.953864,0,0,"E1 Q1","UG",NA,"E1","Control"
"4","Q1",2007,6,5.228740045951,0,1,21.785397,0,0,"E1 Q1","UG",NA,"E1","Control"
"5","Q1",2007,8,0.25,0,1,8.023138,0,0,"E1 Q1","UG",NA,"E1","Control"
"6","Q1",2007,12,0.25,0,1,3.922568,1,0,"E1 Q1","UG",NA,"E1","Control"
"7","Q1",2007,7,2.396289584431,0,1,3.745947,0,0,"E1 Q1","UG",NA,"E1","Control"
"8","Q1",2007,13,0.25,0,1,5.406457,0,0,"E1 Q1","UG",NA,"E1","Control"
"9","Q1",2007,4,10.763207218217,1,1,5.148737,0,0,"E1 Q1","UG",NA,"E1","Control"
"10","Q1",2007,5,10.256504831544,1,1,1.059809,0,0,"E1 Q1","UG",NA,"E1","Control"
"11","Q1",2007,14,0.25,0,1,5.876437,0,0,"E1 Q1","UG",NA,"E1","Control"
"12","Q1",2009,20,3.37285904562099,1,1,38.267229,0,0,"E1 Q1","UG",NA,"E1","Control"
"13","Q1",2009,21,10.51702877806,0,1,13.211235,0,0,"E1 Q1","UG",NA,"E1","Control"
"14","Q1",2009,19,6.268596396234,1,1,11.513414,0,0,"E1 Q1","UG",NA,"E1","Control"
"15","Q1",2009,16,2.7942229381685,1,1,13.485255,0,0,"E1 Q1","UG",NA,"E1","Control"
"16","Q1",2009,17,2.4084603147775,1,1,7.311724,0,0,"E1 Q1","UG",NA,"E1","Control"
"17","Q1",2009,18,12.073942852016,1,1,0,1,0,"E1 Q1","UG",NA,"E1","Control"
"18","Q1",2009,22,0.25,1,1,20.717653,0,0,"E1 Q1","UG",NA,"E1","Control"
"19","Q1",2009,15,2.8145235547175,1,1,39.334212,0,0,"E1 Q1","UG",NA,"E1","Control"
"20","Q1",2010,25,0.25,0,1,37.616746,0,0,"E1 Q1","UG",NA,"E1","Control"
"21","Q1",2010,23,1.167676523337,0,1,4.833472,0,0,"E1 Q1","UG",NA,"E1","Control"
"22","Q1",2010,24,2.1561432496635,1,1,0.37938,1,0,"E1 Q1","UG",NA,"E1","Control"
"23","Q1",2011,27,10.361549905307,0,1,15.312988,0,0,"E1 Q1","UG",NA,"E1","Control"
"24","Q1",2011,28,8.984951090776,0,1,27.875759,0,0,"E1 Q1","UG",NA,"E1","Control"
"25","Q1",2011,32,0.25,0,1,16.633132,0,0,"E1 Q1","UG",NA,"E1","Control"
"26","Q1",2011,30,0.25,0,1,4.950541,0,0,"E1 Q1","UG",NA,"E1","Control"
"27","Q1",2011,26,1.84781815752051,0,1,7.767547,0,0,"E1 Q1","UG",NA,"E1","Control"
"28","Q1",2011,29,0.0707467179685,0,1,0,1,0,"E1 Q1","UG",NA,"E1","Control"
"29","Q1",2011,31,0.24999999999999,0,1,2.43681100000001,1,0,"E1 Q1","UG",NA,"E1","Control"
"30","Q1",2012,33,0.25,1,1,3.00273300000001,1,0,"E1 Q1","UG",NA,"E1","Control"
"31","Q1",2014,34,1.2747996209035,0,1,0,1,0,"E1 Q1","UG",NA,"E1","Control"
"32","Q1",2014,36,0.25,1,1,0.381221,1,0,"E1 Q1","UG",NA,"E1","Control"
"33","Q1",2014,39,0.25,0,1,5.444162,0,0,"E1 Q1","UG",NA,"E1","Control"
"34","Q1",2014,35,3.306916689803,1,1,19.390126,0,0,"E1 Q1","UG",NA,"E1","Control"
"35","Q1",2014,37,0.25,1,1,13.268707,0,0,"E1 Q1","UG",NA,"E1","Control"
"36","Q1",2014,38,0.25,0,1,3.188852,1,0,"E1 Q1","UG",NA,"E1","Control"
"37","Q1",2015,41,0.5211222751745,0,1,11.14227,0,0,"E1 Q1","UG",NA,"E1","Control"
"38","Q1",2015,40,1.4482202024355,0,1,22.769518,0,0,"E1 Q1","UG",NA,"E1","Control"
"39","Q1",2015,42,0.25,0,1,17.969889,0,0,"E1 Q1","UG",NA,"E1","Control"
"40","Q1",2015,43,0.170301,0,1,0,1,0,"E1 Q1","UG",NA,"E1","Control"
"41","Q19",2007,12,0.250000000000004,1,1,24.114841,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"42","Q19",2007,11,0.25,1,1,0.613877,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"43","Q19",2007,33,0.25,1,1,7.9353,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"44","Q19",2007,34,0.25,0,1,1.198599,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"45","Q19",2007,30,0.25,1,1,9.05825900000001,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"46","Q19",2007,31,0.25,0,1,4.23430500000001,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"47","Q19",2007,21,0.25,0,1,2.660403,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"48","Q19",2007,35,0.250000000000007,0,1,1.13790999999999,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"49","Q19",2007,4,2.15289672090401,1,1,9.343487,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"50","Q19",2007,8,0.25,1,1,23.663898,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"51","Q19",2007,9,0.249999999999998,1,1,18.740248,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"52","Q19",2007,22,0.25,1,1,7.338176,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"53","Q19",2007,32,0.25,0,1,9.689464,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"54","Q19",2007,18,0.25,0,1,5.584011,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"55","Q19",2007,20,0.25,1,1,16.474452,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"56","Q19",2007,3,1.69079930227301,1,1,12.267095,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"57","Q19",2007,7,0.249999999999999,1,1,9.786698,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"58","Q19",2007,10,0.25,1,1,33.674322,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"59","Q19",2007,5,1.25541214905601,1,1,17.127765,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"60","Q19",2007,2,1.69747632958649,1,1,13.655809,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"61","Q19",2007,27,0.25,0,1,3.537486,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"62","Q19",2007,16,0.249999999999998,1,1,24.002743,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"63","Q19",2007,17,0.250000000000001,1,1,15.74355,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"64","Q19",2007,24,0.25,1,1,1.49096,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"65","Q19",2007,19,0.25,1,1,10.773416,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"66","Q19",2007,28,0.25,0,1,14.951959,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"67","Q19",2007,25,0.25,1,1,21.237717,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"68","Q19",2007,29,0.25,1,1,14.440327,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"69","Q19",2007,23,0.25,1,1,17.059174,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"70","Q19",2007,6,0.249999999999996,1,1,2.535432,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"71","Q19",2007,15,0.25,1,1,31.823395,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"72","Q19",2007,13,0.25,1,1,5.21856,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"73","Q19",2007,26,0.25,0,1,4.560748,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"74","Q19",2007,14,0.25,1,1,19.25188,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"75","Q19",2008,39,0.249999999999998,1,1,6.60194899999999,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"76","Q19",2008,45,0.25,1,1,13.296107,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"77","Q19",2008,40,0.25,0,1,0.601052,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"78","Q19",2008,41,0.25,1,1,0.46142,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"79","Q19",2008,44,0.25,1,1,10.721104,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"80","Q19",2008,42,0.25,1,1,26.70901,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"81","Q19",2008,47,0.25,0,1,0.729191999999998,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"82","Q19",2008,36,1.553536701148,0,1,3.067911,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"83","Q19",2008,37,3.8386079860165,1,1,23.263263,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"84","Q19",2008,38,1.23378340065999,1,1,9.267589,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"85","Q19",2008,46,0.250000000000004,1,1,8.269341,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"86","Q19",2008,43,0.25,1,1,35.086953,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"87","Q19",2009,50,2.49250320460101,1,1,0,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"88","Q19",2009,48,2.45250013577999,1,1,23.672655,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"89","Q19",2009,49,3.239927094656,1,1,3.415143,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"90","Q19",2009,52,0.25,0,1,19.953258,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"91","Q19",2009,53,0.25,1,1,36.583263,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"92","Q19",2009,56,0.2036805,0,1,0,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"93","Q19",2009,54,0.25,1,1,5.157631,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"94","Q19",2009,51,0.25,1,1,17.365097,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"95","Q19",2009,55,0.25,1,1,6.266842,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"96","Q19",2010,59,2.5705689529255,1,1,27.024259,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"97","Q19",2010,57,1.4658973677155,0,1,6.819367,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"98","Q19",2010,58,0.607640500246,0,1,10.735208,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"99","Q19",2010,61,0.24999999999999,0,1,9.49019800000001,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"100","Q19",2010,60,0.681144964933,0,1,32.854418,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"101","Q19",2011,62,1.4811237813625,1,1,0.029682,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"102","Q19",2011,63,0.25,0,1,19.307203,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"103","Q19",2011,64,0.25,0,1,0.870553999999998,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"104","Q19",2012,66,0.25,0,1,0.911303000000004,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"105","Q19",2012,65,1.3680552704165,0,1,9.622089,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"106","Q19",2014,68,0.25,0,1,49.096746,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"107","Q19",2014,67,0.25,0,1,0.0919549999999987,1,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"108","Q19",2015,70,0.25,0,1,23.603636,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"109","Q19",2015,69,0.25,0,1,8.268356,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"110","Q19",2015,71,0.25,0,1,26.964142,0,0,"P7 E1 Q1","UG",NA,"P7E1","Control"
"111","Q2",2007,40,0.25,1,1,5.44438,0,0,"E1 Q2","UG",NA,"E1","Control"
"112","Q2",2007,41,0.25,1,1,20.860395,0,0,"E1 Q2","UG",NA,"E1","Control"
"113","Q2",2007,42,0.25,0,1,25.113285,0,0,"E1 Q2","UG",NA,"E1","Control"
"114","Q2",2007,46,0.25,1,1,33.258692,0,0,"E1 Q2","UG",NA,"E1","Control"
"115","Q2",2007,45,0.25,0,1,34.161896,0,0,"E1 Q2","UG",NA,"E1","Control"
"116","Q2",2007,51,0.25,1,1,14.311177,0,0,"E1 Q2","UG",NA,"E1","Control"
"117","Q2",2007,52,0.25,0,1,14.982495,0,0,"E1 Q2","UG",NA,"E1","Control"
"118","Q2",2007,48,0.25,0,1,26.822734,0,0,"E1 Q2","UG",NA,"E1","Control"
"119","Q2",2007,43,0.25,1,1,38.482613,0,0,"E1 Q2","UG",NA,"E1","Control"
"120","Q2",2007,39,1.953135644138,0,1,0,1,0,"E1 Q2","UG",NA,"E1","Control"
"121","Q2",2007,50,0.25,0,1,5.39394899999999,0,0,"E1 Q2","UG",NA,"E1","Control"
"122","Q2",2007,49,0.25,0,1,12.724427,0,0,"E1 Q2","UG",NA,"E1","Control"
"123","Q2",2007,47,0.25,0,1,11.931051,0,0,"E1 Q2","UG",NA,"E1","Control"
"124","Q2",2007,44,0.25,1,1,24.383902,0,0,"E1 Q2","UG",NA,"E1","Control"
"125","Q2",2007,57,0.25,0,1,9.37184599999999,0,0,"E1 Q2","UG",NA,"E1","Control"
"126","Q2",2007,55,0.25,1,1,14.067062,0,0,"E1 Q2","UG",NA,"E1","Control"
"127","Q2",2007,56,0.25,0,1,12.118144,0,0,"E1 Q2","UG",NA,"E1","Control"
"128","Q2",2007,38,2.6231549773635,1,1,10.403601,0,0,"E1 Q2","UG",NA,"E1","Control"
"129","Q2",2007,53,0.25,1,1,6.87786799999999,0,0,"E1 Q2","UG",NA,"E1","Control"
"130","Q2",2007,54,0.25,0,1,16.142043,0,0,"E1 Q2","UG",NA,"E1","Control"
"131","Q2",2008,61,0.25,1,1,1.52276,1,0,"E1 Q2","UG",NA,"E1","Control"
"132","Q2",2008,62,0.25000000000001,0,1,8.46169599999999,0,0,"E1 Q2","UG",NA,"E1","Control"
"133","Q2",2008,59,0.25,0,1,10.546371,0,0,"E1 Q2","UG",NA,"E1","Control"
"134","Q2",2008,60,0.25,1,1,19.172957,0,0,"E1 Q2","UG",NA,"E1","Control"
"135","Q2",2008,58,0.25,0,1,1.419938,1,0,"E1 Q2","UG",NA,"E1","Control"
"136","Q2",2009,64,2.99519296331699,1,1,0,1,0,"E1 Q2","UG",NA,"E1","Control"
"137","Q2",2009,65,0.63572026573499,0,1,11.707389,0,0,"E1 Q2","UG",NA,"E1","Control"
"138","Q2",2009,63,2.58196563124649,1,1,27.332772,0,0,"E1 Q2","UG",NA,"E1","Control"
